TrdDt,ClPr
2021/1/4,397.47
2021/1/5,401.14
2021/1/6,400.21
2021/1/7,397.94
2021/1/8,395.52
2021/1/11,383.97
2021/1/12,386.79
2021/1/13,386.17
2021/1/14,384.25
2021/1/15,384.87
2021/1/18,384.32
2021/1/19,384.15
2021/1/20,386.04
2021/1/21,389.44
2021/1/22,387.88
2021/1/25,385.98
2021/1/26,387
2021/1/27,384.99
2021/1/28,383.07
2021/1/29,384.26
2021/2/1,388.4
2021/2/2,385.66
2021/2/3,382.04
2021/2/4,378.8
2021/2/5,375.79
2021/2/8,377.62
2021/2/9,381.97
2021/2/10,382.28
2021/2/18,371.56
2021/2/19,369.84
2021/2/22,374.2
2021/2/23,377.82
2021/2/24,376.7
2021/2/25,373.5
2021/2/26,367.77
2021/3/1,366.34
2021/3/2,359.54
2021/3/3,361.63
2021/3/4,358.42
2021/3/5,355
2021/3/8,358.86
2021/3/9,357.17
2021/3/10,360.98
2021/3/11,364.62
2021/3/12,359.8
2021/3/15,362.6
2021/3/16,363.48
2021/3/17,364.6
2021/3/18,367.44
2021/3/19,365.99
2021/3/22,364.2
2021/3/23,365.73
2021/3/24,364.7
2021/3/25,365.71
2021/3/26,365.17
2021/3/29,365.4
2021/3/30,360.65
2021/3/31,356.88
2021/4/1,364.72
2021/4/2,368.36
2021/4/6,365.63
2021/4/7,367.72
2021/4/8,368.96
2021/4/9,370.27
2021/4/12,368.41
2021/4/13,365.17
2021/4/14,368.94
2021/4/15,368.43
2021/4/16,371.81
2021/4/19,374.89
2021/4/20,371.51
2021/4/21,374.69
2021/4/22,375.24
2021/4/23,374.34
2021/4/26,372.51
2021/4/27,373
2021/4/28,370.33
2021/4/29,371.8
2021/4/30,370.37
2021/5/6,375.42
2021/5/7,379.2
2021/5/10,380.21
2021/5/11,381.26
2021/5/12,380.94
2021/5/13,379.54
2021/5/14,380.69
2021/5/17,385.38
2021/5/18,388.3
2021/5/19,388.71
2021/5/20,389.41
2021/5/21,389.16
2021/5/24,390.67
2021/5/25,389.45
2021/5/26,393.06
2021/5/27,390.89
2021/5/28,388.67
2021/5/31,391.49
2021/6/1,393.48
2021/6/2,387.53
2021/6/3,385.9
2021/6/4,380.1
2021/6/7,383.7
2021/6/8,386.12
2021/6/9,385.81
2021/6/10,384.86
2021/6/11,388.08
2021/6/15,381.52
2021/6/16,380.87
2021/6/17,374.3
2021/6/18,370.59
2021/6/21,370.04
2021/6/22,371.37
2021/6/23,372.05
2021/6/24,370.54
2021/6/25,370.02
2021/6/28,371.02
2021/6/29,369.35
2021/6/30,366.1
2021/7/1,370.47
2021/7/2,371.04
2021/7/5,372.05
2021/7/6,375.4
2021/7/7,375.31
2021/7/8,374.8
2021/7/9,375.72
2021/7/12,375.04
2021/7/13,376.57
2021/7/14,377.67
2021/7/15,380.17
2021/7/16,379.9
2021/7/19,376.38
2021/7/20,378.89
2021/7/21,377.2
2021/7/22,374.59
2021/7/23,376.24
2021/7/26,376.97
2021/7/27,374.2
2021/7/28,377.98
2021/7/29,378.9
2021/7/30,380.49
2021/8/2,376.85
2021/8/3,376.53
2021/8/4,377.22
2021/8/5,376.68
2021/8/6,374.72
2021/8/9,364.33
2021/8/10,362.82
2021/8/11,362.39
2021/8/12,367.01
2021/8/13,367.16
2021/8/16,370.24
2021/8/17,374.37
2021/8/18,374.37
2021/8/19,372.18
2021/8/20,374.27
2021/8/23,373.91
2021/8/24,376.46
2021/8/25,374.83
2021/8/26,373
2021/8/27,376.5
2021/8/30,377.7
2021/8/31,377.89
2021/9/1,377.5
2021/9/2,377.3
2021/9/3,377.01
2021/9/6,379.72
2021/9/7,378.03
2021/9/8,374.14
2021/9/9,372.5
2021/9/10,374.38
2021/9/13,372.33
2021/9/14,372.91
2021/9/15,374.46
2021/9/16,370.92
2021/9/17,367.01
2021/9/22,371.77
2021/9/23,368.44
2021/9/24,366.41
2021/9/27,367.42
2021/9/28,364.2
2021/9/29,363.44
2021/9/30,362.07
2021/10/8,366.73
2021/10/11,365.2
2021/10/12,366.97
2021/10/13,366.91
2021/10/14,372
2021/10/15,371.47
2021/10/18,366.4
2021/10/19,367.24
2021/10/20,366.12
2021/10/21,368.24
2021/10/22,369.46
2021/10/25,368.98
2021/10/26,370.4
2021/10/27,367.11
2021/10/28,371.1
2021/10/29,369.84
2021/11/1,367.94
2021/11/2,370.05
2021/11/3,367.02
2021/11/4,365.51
2021/11/5,370.66
2021/11/8,374.75
2021/11/9,375.95
2021/11/10,376
2021/11/11,381.88
2021/11/12,381.88
2021/11/15,380.65
2021/11/16,382.56
2021/11/17,380.86
2021/11/18,382.83
2021/11/19,381.96
2021/11/22,379.05
2021/11/23,371.66
2021/11/24,369.71
2021/11/25,369.31
2021/11/26,371.01
2021/11/29,369.62
2021/11/30,368.62
2021/12/1,366.85
2021/12/2,365.48
2021/12/3,364.7
2021/12/6,367.48
2021/12/7,366.7
2021/12/8,365.56
2021/12/9,366.16
2021/12/10,364.84
2021/12/13,366.98
2021/12/14,367.5
2021/12/15,363.94
2021/12/16,367.4
2021/12/17,371.62
2021/12/20,371.46
2021/12/21,368.93
2021/12/22,367.83
2021/12/23,371.5
2021/12/24,372.27
2021/12/27,372.18
2021/12/28,373.38
2021/12/29,371.55
2021/12/30,369.54
2021/12/31,373.83
2022/1/4,371
2022/1/5,372.92
2022/1/6,370.17
2022/1/7,368.3
2022/1/10,368.73
2022/1/11,371.61
2022/1/12,373.55
2022/1/13,374.61
2022/1/14,374.17
2022/1/17,372.31
2022/1/18,371.7
2022/1/19,371.85
2022/1/20,376.19
2022/1/21,376.52
2022/1/24,375.3
2022/1/25,376
2022/1/26,376.86
2022/1/27,369.76
2022/1/28,368.43
2022/2/7,370.7
2022/2/8,373.06
2022/2/9,374.4
2022/2/10,375.83
2022/2/11,371.25
2022/2/14,379.63
2022/2/15,383.48
2022/2/16,376.42
2022/2/17,381.87
2022/2/18,385.36
2022/2/21,385.3
2022/2/22,389.53
2022/2/23,386.6
2022/2/24,392.53
2022/2/25,388.83
2022/2/28,387.62
2022/3/1,387.71
2022/3/2,393.14
2022/3/3,392.1
2022/3/4,393.53
2022/3/7,402.07
2022/3/8,410.22
2022/3/9,416.5
2022/3/10,402.66
2022/3/11,403.3
2022/3/14,401.76
2022/3/15,392.74
2022/3/16,389.3
2022/3/17,393.75
2022/3/18,394.92
2022/3/21,394.11
2022/3/22,395.48
2022/3/23,393.8
2022/3/24,399.33
2022/3/25,401.6
2022/3/28,396.54
2022/3/29,394.7
2022/3/30,392
2022/3/31,393.24
2022/4/1,395.11
2022/4/6,393.66
2022/4/7,393.67
2022/4/8,395.16
2022/4/11,398.16
2022/4/12,400
2022/4/13,402.42
2022/4/14,403.42
2022/4/15,404.35
2022/4/18,406.23
2022/4/19,403.99
2022/4/20,399.33
2022/4/21,402.8
2022/4/22,404.6
2022/4/25,403.53
2022/4/26,400.37
2022/4/27,400.6
2022/4/28,400.27
2022/4/29,405.1
2022/5/5,403.47
2022/5/6,402.65
2022/5/9,404.55
2022/5/10,402.3
2022/5/11,397.65
2022/5/12,402.64
2022/5/13,399.4
2022/5/16,395.3
2022/5/17,397.93
2022/5/18,393.77
2022/5/19,395.31
2022/5/20,397.53
2022/5/23,397.69
2022/5/24,399.61
2022/5/25,399.52
2022/5/26,400.18
2022/5/27,402.06
2022/5/30,399.55
2022/5/31,398.01
2022/6/1,395.14
2022/6/2,398.06
2022/6/6,397.28
2022/6/7,395.58
2022/6/8,397.08
2022/6/9,399.06
2022/6/10,397
2022/6/13,403.99
2022/6/14,396.14
2022/6/15,393.38
2022/6/16,395.17
2022/6/17,397.82
2022/6/20,396.5
2022/6/21,396
2022/6/22,396.58
2022/6/23,396.13
2022/6/24,393.34
2022/6/27,394.88
2022/6/28,394
2022/6/29,392.67
2022/6/30,391.7
2022/7/1,392.8
2022/7/4,390.43
2022/7/5,390.23
2022/7/6,382.25
2022/7/7,376.1
2022/7/8,376.31
2022/7/11,376.6
2022/7/12,375.23
2022/7/13,374.94
2022/7/14,378
2022/7/15,372.02
2022/7/18,373.43
2022/7/19,372.18
2022/7/20,373.06
2022/7/21,369.3
2022/7/22,374.94
2022/7/25,376.38
2022/7/26,375.9
2022/7/27,375.33
2022/7/28,379.07
2022/7/29,382.75
2022/8/1,384.98
2022/8/2,387.82
2022/8/3,385.46
2022/8/4,381.64
2022/8/5,389.84
2022/8/8,387.5
2022/8/9,389.77
2022/8/10,390.72
2022/8/11,389.1
2022/8/12,389.7
2022/8/15,390.83
2022/8/16,384.16
2022/8/17,389.23
2022/8/18,384.2
2022/8/19,385.72
2022/8/22,383.77
2022/8/23,386.94
2022/8/24,388.02
2022/8/25,389.58
2022/8/26,389.5
2022/8/29,387.56
2022/8/30,388.98
2022/8/31,386
2022/9/1,383.12
2022/9/5,386.5
2022/9/6,388.53
2022/9/7,386.38
2022/9/8,388.3
2022/9/9,389.13
2022/9/13,389.4
2022/9/14,386.9
2022/9/15,386.03
2022/9/16,383.7
2022/9/19,384.8
2022/9/20,386.12
2022/9/21,385.26
2022/9/22,385.6
2022/9/23,387.46
2022/9/26,384.51
2022/9/27,385.23
2022/9/28,386.37
2022/9/29,388.87
2022/9/30,389.61
2022/10/10,392.5
2022/10/11,392
2022/10/12,392.45
2022/10/13,392.5
2022/10/14,392.12
2022/10/17,390.75
2022/10/18,391.23
2022/10/19,390.57
2022/10/20,388.53
2022/10/21,388.02
2022/10/24,392.74
2022/10/25,393.81
2022/10/26,394.35
2022/10/27,393.08
2022/10/28,392.66
2022/10/31,391.09
2022/11/1,391.61
2022/11/2,392.98
2022/11/3,391.43
2022/11/4,391.37
2022/11/7,393.36
2022/11/8,395
2022/11/9,403.27
2022/11/10,403.94
2022/11/11,408.42
2022/11/14,403.01
2022/11/15,405.02
2022/11/16,406.54
2022/11/17,407.01
2022/11/18,406.97
2022/11/21,404.59
2022/11/22,404.99
2022/11/23,404.41
2022/11/24,406.47
2022/11/25,406.26
2022/11/28,407.42
2022/11/29,406.3
2022/11/30,405.68
2022/12/1,407.79
2022/12/2,409.42
2022/12/5,406.03
2022/12/6,401.7
2022/12/7,401.26
2022/12/8,402.48
2022/12/9,404.17
2022/12/12,403.5
2022/12/13,403.5
2022/12/14,409.99
2022/12/15,404.51
2022/12/16,402.71
2022/12/19,405.51
2022/12/20,405.81
2022/12/21,409.75
2022/12/22,410.2
2022/12/23,406.42
2022/12/26,407.03
2022/12/27,407.36
2022/12/28,408.86
2022/12/29,408.65
2022/12/30,409.93
2023/1/3,410.31
2023/1/4,412.39
2023/1/5,412.85
2023/1/6,409.1
2023/1/9,413.58
2023/1/10,413.24
2023/1/11,414.6
2023/1/12,414.16
2023/1/13,414.51
2023/1/16,417.77
2023/1/17,418.6
2023/1/18,417.6
2023/1/19,419.2
2023/1/20,421.16
2023/1/30,421.94
2023/1/31,419.97
2023/2/1,421
2023/2/2,424.6
2023/2/3,419.21
2023/2/6,413.82
2023/2/7,412.83
2023/2/8,412.8
2023/2/9,413.51
2023/2/10,411.42
2023/2/13,412.93
2023/2/14,411.9
2023/2/15,413.62
2023/2/16,411.95
2023/2/17,411.7
2023/2/20,413.27
2023/2/21,412.79
2023/2/22,413.7
2023/2/23,412.65
2023/2/24,413.95
2023/2/27,413.16
2023/2/28,
2023/3/1,414
2023/3/2,414.24
2023/3/3,416
2023/3/6,419.39
2023/3/7,419.74
2023/3/8,415.05
2023/3/9,414.71
2023/3/10,417.3
2023/3/13,419.75
2023/3/14,425.32
2023/3/15,426.37
2023/3/16,429.36
2023/3/17,432.8
2023/3/20,442.32
2023/3/21,443
2023/3/22,435.35
2023/3/23,438.5
2023/3/24,441.49
2023/3/27,432.94
2023/3/28,435.84
2023/3/29,438.15
2023/3/30,436.87
2023/3/31,439.77
2023/4/3,435.05
2023/4/4,439.73
2023/4/6,445.89
2023/4/7,446.3
2023/4/10,441.37
2023/4/11,443
2023/4/12,447.82
2023/4/13,447.42
2023/4/14,449.53
2023/4/17,444.27
2023/4/18,443.42
2023/4/19,442.51
2023/4/20,443.4
2023/4/21,431.97
2023/4/24,441.09
2023/4/25,443.2
2023/4/26,445.68
2023/4/27,445.64
2023/4/28,443.34
2023/5/4,452.09
2023/5/5,455.5
2023/5/8,449.7
2023/5/9,451.08
2023/5/10,443.72
2023/5/11,453.18
2023/5/12,450.02
2023/5/15,452
2023/5/16,451.92
2023/5/17,448.8
2023/5/18,444.35
2023/5/19,446.33
2023/5/22,448.8
2023/5/23,445.81
2023/5/24,449
2023/5/25,448.35
2023/5/26,442.3
2023/5/29,443.32
2023/5/30,444.5
2023/5/31,448.34
2023/6/1,450.9
2023/6/2,450.45
2023/6/5,447.67
2023/6/6,447.94
2023/6/7,450
2023/6/8,446.88
2023/6/9,451
2023/6/12,450.22
2023/6/13,452.58
2023/6/14,450.9
2023/6/15,447.11
2023/6/16,451.67
2023/6/19,450.19
2023/6/20,450.33
2023/6/21,449.6
2023/6/26,448.5
2023/6/27,448.14
2023/6/28,448.2
2023/6/29,447.2
2023/6/30,449.98
2023/7/3,451.79
2023/7/4,447.38
2023/7/5,451.71
2023/7/6,450.05
2023/7/7,449.44
2023/7/10,450.32
2023/7/11,446.08
2023/7/12,451.42
2023/7/13,453.39
2023/7/14,453.72
2023/7/17,454.13
2023/7/18,455.5
2023/7/19,462.54
2023/7/20,458.69
2023/7/21,458.19
2023/7/24,457.83
2023/7/25,456.32
2023/7/26,456.86
2023/7/27,458.45
2023/7/28,455.09
2023/7/31,454.92
2023/8/1,456.97
2023/8/2,456.21
2023/8/3,455.15
2023/8/4,453.8
2023/8/7,454.96
2023/8/8,454.8
2023/8/9,454.72
2023/8/10,452.9
2023/8/11,453.9
2023/8/14,459.95
2023/8/15,455.54
2023/8/16,456.55
2023/8/17,456.63
2023/8/18,455.32
2023/8/21,457.08
2023/8/22,456.95
2023/8/23,459.13
2023/8/24,459.99
2023/8/25,459.14
2023/8/28,459.07
2023/8/29,460.73
2023/8/30,460.06
2023/8/31,461.64
2023/9/1,462.75
2023/9/4,464.61
2023/9/5,465.33
2023/9/6,465.27
2023/9/7,465.03
2023/9/8,466.92
2023/9/11,467.71
2023/9/12,468.36
2023/9/13,470.19
2023/9/14,473.27
2023/9/15,471.79
2023/9/18,468.01
2023/9/19,470.55
2023/9/20,473.8
2023/9/21,474.45
2023/9/22,470.99
2023/9/25,474.95
2023/9/26,473.5
2023/9/27,466.59
2023/9/28,448
2023/10/9,450.5
2023/10/10,448.83
2023/10/11,448.82
2023/10/12,453.33
2023/10/13,450.41
2023/10/16,461.74
2023/10/17,462.6
2023/10/18,467
2023/10/19,469.48
2023/10/20,477.56
2023/10/23,473.15
2023/10/24,473
2023/10/25,472.52
2023/10/26,473.56
2023/10/27,475.44
2023/10/30,477.94
2023/10/31,477.4
2023/11/1,475.78
2023/11/2,477
2023/11/3,476.1
2023/11/6,474.5
2023/11/7,472.85
2023/11/8,456.58
2023/11/9,468.3
2023/11/10,469.9
2023/11/13,468.55
2023/11/14,470.5
2023/11/15,471.93
2023/11/16,470.82
2023/11/17,470.57
2023/11/20,468.95
2023/11/21,465.18
2023/11/22,465.76
2023/11/23,463.1
2023/11/24,464.66
2023/11/27,468.96
2023/11/28,472.19
2023/11/29,474.39
2023/11/30,474.05
2023/12/1,474.52
2023/12/4,479.51
2023/12/5,473.4
2023/12/6,472.8
2023/12/7,473.5
2023/12/8,473.88
2023/12/11,470.29
2023/12/12,467.08
2023/12/13,467.25
2023/12/14,474.31
2023/12/15,474.34
2023/12/18,472.92
2023/12/19,474.17
2023/12/20,475.75
2023/12/21,476.11
2023/12/22,477.35
2023/12/25,475.37
2023/12/26,481.71
2023/12/27,481.55
2023/12/28,483.55
2023/12/29,480.38
2024/1/2,481.35
2024/1/3,482.63
2024/1/4,480.36
2024/1/5,480.37
2024/1/8,480.72
2024/1/9,480.58
2024/1/10,477.66
2024/1/11,479.13
2024/1/12,479.38
2024/1/15,482.26
2024/1/16,482.5
2024/1/17,480
2024/1/18,478
2024/1/19,479.7
2024/1/22,479.92
2024/1/23,478
2024/1/24,478.45
2024/1/25,476.17
2024/1/26,
2024/1/29,479.72
2024/1/30,478.17
2024/1/31,480.22
2024/2/1,479.79
2024/2/2,483.6
2024/2/5,480.96
2024/2/6,480.4
2024/2/7,479.8
2024/2/8,
2024/2/9,
2024/2/19,479.54
2024/2/20,479.44
2024/2/21,479.68
2024/2/22,479.05
2024/2/23,478.28
2024/2/26,
2024/2/27,480
2024/2/28,479.59
2024/2/29,480.52
2024/3/1,
2024/3/4,488.86
2024/3/5,495.36
2024/3/6,498.3
2024/3/7,502
2024/3/8,504.94
2024/3/11,506.76
2024/3/12,505.24
2024/3/13,504.26
2024/3/14,504.06
2024/3/15,500
2024/3/18,502.71
2024/3/19,502.71
2024/3/20,504.72
2024/3/21,518.26
2024/3/22,508.38
2024/3/25,512.05
2024/3/26,512.98
2024/3/27,506.01
2024/3/28,516
2024/3/29,529.86
2024/4/1,
2024/4/2,531
2024/4/3,539.4
2024/4/8,553.7
2024/4/9,544.5
2024/4/10,555.85
2024/4/11,559.09
2024/4/12,566.36
2024/4/15,560.36
2024/4/16,564.26
2024/4/17,564.5
2024/4/18,563.17
2024/4/19,568.14
2024/4/22,562.6
2024/4/23,550.01
2024/4/24,548.12
2024/4/25,547.3
2024/4/26,
2024/4/29,544
2024/4/30,547.03
2024/5/6,543.41
2024/5/7,546.95
2024/5/8,536.5
2024/5/9,542.44
2024/5/10,552.3
2024/5/13,547.15
2024/5/14,550.05
2024/5/15,557
2024/5/16,560.03
2024/5/17,560.5
2024/5/20,572.65
2024/5/21,566.96
2024/5/22,565.1
2024/5/23,554.37
2024/5/24,547.45
2024/5/27,553.78
2024/5/28,552.55
2024/5/29,556.2
2024/5/30,548.82
2024/5/31,550.9
2024/6/3,548.03
2024/6/4,553.12
2024/6/5,549.52
2024/6/6,549.67
2024/6/7,556.36
2024/6/11,542
2024/6/12,544
2024/6/13,545.12
2024/6/14,547.3
2024/6/17,548.21
2024/6/18,548.6
2024/6/19,549.15
2024/6/20,553.88
2024/6/21,557.82
2024/6/24,549.61
2024/6/25,549.18
2024/6/26,545.81
2024/6/27,542.65
2024/6/28,549.09
2024/7/1,548.38
2024/7/2,548.01
2024/7/3,550.53
2024/7/4,556.95
2024/7/5,556
2024/7/8,558.9
2024/7/9,557
2024/7/10,557.02
2024/7/11,561.45
2024/7/12,565.1
2024/7/15,562.12
2024/7/16,569.2
2024/7/17,576.9
2024/7/18,572.25
2024/7/19,562.77
2024/7/22,562.8
2024/7/23,559.73
2024/7/24,565.18
2024/7/25,551.53
2024/7/26,554.5
2024/7/29,557.94
2024/7/30,557.26
2024/7/31,561.33
2024/8/1,566.97
2024/8/2,570.55
2024/8/5,561
2024/8/6,551.05
2024/8/7,554.39
2024/8/8,553
2024/8/9,560.3
2024/8/12,561
2024/8/13,567.95
2024/8/14,565
2024/8/15,565.92
2024/8/16,566.5
2024/8/19,571.43
2024/8/20,572.99
2024/8/21,574.95
2024/8/22,572.74
2024/8/23,571.33
2024/8/26,575.5
2024/8/27,
2024/8/28,574.6
2024/8/29,574.6
2024/8/30,574.31
2024/9/2,569.77
2024/9/3,569.8
2024/9/4,567.26
2024/9/5,568.26
2024/9/6,569.86
2024/9/9,568.4
2024/9/10,571
2024/9/11,575.22
2024/9/12,572.24
2024/9/13,578
2024/9/18,581.95
2024/9/19,581.94
2024/9/20,584.56
2024/9/23,590.92
2024/9/24,588.31
2024/9/25,592.08
2024/9/26,595.02
2024/9/27,595.7
2024/9/30,594.21
2024/10/8,589.51
2024/10/9,587.05
2024/10/10,586.8
2024/10/11,596.11
2024/10/14,599.2
2024/10/15,601.57
2024/10/16,605.63
2024/10/17,611.12
2024/10/18,620.21
2024/10/21,622.56
2024/10/22,623.72
2024/10/23,623.15
2024/10/24,620.53
2024/10/25,620.76
2024/10/28,623.41
2024/10/29,628.95
2024/10/30,636.44
2024/10/31,633.19
2024/11/1,628.29
2024/11/4,622.5
2024/11/5,621.95
2024/11/6,622.05
2024/11/7,609.8
2024/11/8,613.67
2024/11/11,612.26
2024/11/12,606.75
2024/11/13,602.2
2024/11/14,591.57
2024/11/15,591.8
2024/11/18,607.44
2024/11/19,606.82
2024/11/20,609
2024/11/21,615.64
2024/11/22,622.12
2024/11/25,615.26
2024/11/26,606.55
2024/11/27,610
2024/11/28,607.5
2024/11/29,614.06
2024/12/2,609.55
2024/12/3,615.9
2024/12/4,616.2
2024/12/5,615.65
2024/12/6,611.7
2024/12/9,616.28
2024/12/10,618.9
2024/12/11,622.3
2024/12/12,628.35
2024/12/13,622.43
2024/12/16,617.33
2024/12/17,617.15
2024/12/18,615.56
2024/12/19,609.65
2024/12/20,611.33
2024/12/23,620
2024/12/24,616.37
2024/12/25,617.6
2024/12/26,617.5
2024/12/27,619.33
2024/12/30,616.23
2024/12/31,615.98
2025/1/2,
2025/1/3,628.5
2025/1/6,622.77
2025/1/7,624.51
2025/1/8,625.58
2025/1/9,629.14
2025/1/10,632.9
2025/1/13,635.79
2025/1/14,633.8
2025/1/15,634.58
2025/1/16,637.3
2025/1/17,639.25
2025/1/20,635.51
2025/1/21,637.02
2025/1/22,642.18
2025/1/23,644.6
2025/1/24,644.92
2025/1/27,645
2025/2/5,667.65
2025/2/6,667
2025/2/7,668.96
2025/2/10,679.65
2025/2/11,685.8
2025/2/12,679.84
2025/2/13,684
2025/2/14,686.8
2025/2/17,676.8
2025/2/18,683.4
2025/2/19,687.33
2025/2/20,689.24
2025/2/21,683.6
2025/2/24,685.6
2025/2/25,685.2
2025/2/26,679.66
2025/2/27,676.24
2025/2/28,671.3
2025/3/3,670.65
2025/3/4,676.05
2025/3/5,681.93
2025/3/6,678.82
2025/3/7,678.47
2025/3/10,681.08
2025/3/11,676.9
2025/3/12,679.05
2025/3/13,683.9
2025/3/14,694.74
2025/3/17,694.5
2025/3/18,699.13
2025/3/19,705.3
2025/3/20,709.29
2025/3/21,705.28
2025/3/24,704.61
2025/3/25,704.89
2025/3/26,706.69
2025/3/27,707.01
2025/3/28,720.38
2025/3/31,728.92
2025/4/1,734.77
2025/4/2,732.75
2025/4/3,
2025/4/7,
2025/4/8,716.8
2025/4/9,722.65
2025/4/10,741.56
2025/4/11,756.44
2025/4/14,757.1
2025/4/15,760.5
2025/4/16,778.16
2025/4/17,786.27
2025/4/18,788.91
2025/4/21,803.7
2025/4/22,826.28
2025/4/23,784.44
2025/4/24,791.55
2025/4/25,787
2025/4/28,777.65
2025/4/29,781.57
2025/4/30,779.25
2025/5/6,790.9
2025/5/7,798.02
2025/5/8,787.4
2025/5/9,780.1
2025/5/12,764.75
2025/5/13,757.93
2025/5/14,759.14
2025/5/15,734.75
2025/5/16,748
2025/5/19,751.7
2025/5/20,751.8
2025/5/21,771
2025/5/22,776.8
2025/5/23,769.8
2025/5/26,767.5
2025/5/27,763.6
2025/5/28,768.92
2025/5/29,758
2025/5/30,767.6
2025/6/3,782
2025/6/4,778.53
2025/6/5,779.4
2025/6/6,780.96
2025/6/9,771.2
2025/6/10,770.67
2025/6/11,774.38
2025/6/12,780.91
2025/6/13,790.56
2025/6/16,788.48
2025/6/17,783.26
2025/6/18,783.24
2025/6/19,779.75
2025/6/20,776.06
2025/6/23,777.66
2025/6/24,770.55
2025/6/25,771.5
2025/6/26,772.13
2025/6/27,763.41
2025/6/30,762.4
2025/7/1,767.93
2025/7/2,771.33
2025/7/3,776.7
2025/7/4,771.3
2025/7/7,767.24
2025/7/8,772
2025/7/9,763.78
2025/7/10,769.1
2025/7/11,769.1
2025/7/14,777.33
2025/7/15,
2025/7/16,770.09
2025/7/17,771.37
2025/7/18,773.25
2025/7/21,776.02
2025/7/22,780.87
2025/7/23,787.05
2025/7/24,774.99
2025/7/25,772.62
2025/7/28,770.25
2025/7/29,767.03
2025/7/30,769.37
2025/7/31,765.46
2025/8/1,767.52
2025/8/4,777.58
2025/8/5,780.96
2025/8/6,779.52
2025/8/7,780.24
2025/8/8,783.31
2025/8/11,777.2
2025/8/12,781.5
2025/8/13,781.7
2025/8/14,774.5
2025/8/15,773.1
2025/8/18,774.66
2025/8/19,771.33
2025/8/20,754.25
2025/8/21,771.2
2025/8/22,769.96
2025/8/25,771.55
2025/8/26,776.82
2025/8/27,778.03
2025/8/28,779.55
2025/8/29,780.15
2025/9/1,794.46
2025/9/2,801.2
2025/9/3,809.65
2025/9/4,808.85
2025/9/5,811.25
2025/9/8,818.11
2025/9/9,831.5
2025/9/10,829.53
2025/9/11,827
2025/9/12,832.5
2025/9/15,828
2025/9/16,829.02
2025/9/17,831.21
2025/9/18,822.97
2025/9/19,822
2025/9/22,838.6
2025/9/23,849.35
2025/9/24,852.22
2025/9/25,848
2025/9/26,851.15
2025/9/29,859.06
2025/9/30,867.4
